wavelength,Kinoton 75P
6.8800000000000002e-07,0.00017583329999999996
6.9000000000000006e-07,0.00014550000000000001
6.92e-07,0.00011676670000000001
6.9400000000000005e-07,9.3900000000000006e-05
6.9600000000000009e-07,7.6499999999999989e-05
6.9800000000000003e-07,6.2299999999999996e-05
7.0000000000000007e-07,4.9299999999999999e-05
7.0200000000000001e-07,4.3399999999999998e-05
7.0400000000000006e-07,3.6699999999999998e-05
7.06e-07,3.190000000000001e-05
7.0800000000000004e-07,2.8299999999999997e-05
7.1000000000000008e-07,2.5089999999999999e-05
7.1200000000000002e-07,2.3099999999999999e-05
7.1400000000000007e-07,2.2229999999999996e-05
7.1600000000000001e-07,2.0000000000000005e-05
7.1800000000000005e-07,1.73e-05
7.2000000000000009e-07,1.4899999999999998e-05
7.2200000000000003e-07,1.38e-05
7.2400000000000008e-07,1.3199999999999999e-05
7.2600000000000002e-07,1.5080000000000001e-05
7.2800000000000006e-07,1.3499999999999999e-05
7.3e-07,1.2900000000000002e-05
7.3200000000000004e-07,1.1355000000000001e-05
7.3400000000000009e-07,1.2174999999999999e-05
7.3600000000000003e-07,1.13e-05
7.3800000000000007e-07,1.34e-05
7.4000000000000001e-07,1.1500000000000002e-05
7.4200000000000005e-07,1.04e-05
7.440000000000001e-07,1.42e-05
7.4600000000000004e-07,1.04e-05
7.4800000000000008e-07,1.0387000000000001e-05
7.5000000000000002e-07,1.1960000000000002e-05
7.5200000000000006e-07,1.0499999999999999e-05
7.54e-07,7.4100000000000011e-06
7.5600000000000005e-07,1.238e-05
7.5800000000000009e-07,1.5799999999999998e-05
7.6000000000000003e-07,8.7299999999999994e-06
7.6200000000000007e-07,9.7559999999999994e-06
7.6400000000000001e-07,1.2930000000000002e-05
7.6600000000000006e-07,1.6499999999999998e-05
7.680000000000001e-07,1.5099999999999998e-05
7.7000000000000004e-07,1.5e-05
7.7200000000000008e-07,1.3678999999999999e-05
7.7400000000000002e-07,1.838e-05
7.7600000000000007e-07,1.5500000000000001e-05
7.7800000000000001e-07,9.7799999999999995e-06
7.8000000000000005e-07,1.4100000000000001e-05
