wavelength,z_bar
5.58e-07,0.000184
5.59e-07,4.7e-05
5.6e-07,1.21760986168e-21
5.61e-07,-7.94093388051e-23
5.62e-07,-1.09187840857e-22
5.63e-07,-1.40620704134e-23
5.64e-07,2.06795153138e-25
5.65e-07,4.13590306277e-25
5.66e-07,7.75481824268e-26
5.67e-07,6.46234853557e-27
5.68e-07,0.0
5.69e-07,1.61558713389e-27
5.7e-07,8.07793566946e-28
5.71e-07,-3.02922587605e-28
5.72e-07,7.57306469012e-29
5.73e-07,2.05103835357e-29
5.74e-07,-3.15544362088e-30
5.75e-07,-7.88860905221e-31
5.76e-07,-5.42341872339e-31
5.77e-07,4.93038065763e-32
5.78e-07,9.24446373306e-33
5.79e-07,1.54074395551e-32
5.8e-07,1.54074395551e-33
5.81e-07,-1.44444745829e-34
5.82e-07,-3.61111864573e-35
5.83e-07,-9.02779661432e-36
5.84e-07,7.52316384526e-37
5.85e-07,-7.52316384526e-37
5.86e-07,-1.22251412486e-36
5.87e-07,7.05296610493e-38
5.88e-07,-2.35098870164e-38
5.89e-07,-1.61630473238e-38
5.9e-07,-2.20405190779e-39
5.91e-07,9.1835496158e-40
5.92e-07,-1.60712118276e-40
5.93e-07,-1.14794370197e-41
5.94e-07,-3.15684518043e-41
5.95e-07,-1.79366203434e-41
5.96e-07,1.79366203434e-43
5.97e-07,-2.6904930515e-43
5.98e-07,-2.24207754292e-43
5.99e-07,-5.6051938573e-45
6e-07,-1.61149323397e-44
6.01e-07,-7.00649232162e-46
6.02e-07,1.75162308041e-46
6.03e-07,-4.37905770102e-47
6.04e-07,-4.37905770102e-47
6.05e-07,1.09476442525e-47
6.06e-07,1.02634164868e-48
6.07e-07,4.27642353615e-49
6.08e-07,-8.5528470723e-50
6.09e-07,3.74187059413e-50
6.1e-07,-8.01829413028e-51
6.11e-07,-1.33638235505e-51
6.12e-07,5.84667280333e-52
6.13e-07,6.26429228928e-53
6.14e-07,3.65417050208e-53
6.15e-07,2.34910960848e-53
6.16e-07,-1.9575913404e-54
6.17e-07,-1.1419282819e-54
6.18e-07,4.0783152925e-56
6.19e-07,5.09789411562e-56
6.2e-07,1.52936823469e-56
6.21e-07,7.00960440898e-57
6.22e-07,-7.96545955566e-58
6.23e-07,-7.96545955566e-59
6.24e-07,-2.29006962225e-58
6.25e-07,4.97841222229e-59
6.26e-07,6.22301527786e-60
6.27e-07,-2.17805534725e-60
6.28e-07,-1.32239074655e-60
6.29e-07,7.77876909733e-62
6.3e-07,9.72346137166e-63
6.31e-07,-6.07716335729e-63
6.32e-07,-1.21543267146e-63
6.33e-07,8.35609961627e-64
6.34e-07,-4.17804980813e-64
6.35e-07,-3.7982270983e-65
6.36e-07,1.18694596822e-65
6.37e-07,-1.78041895233e-66
6.38e-07,4.45104738082e-67
6.39e-07,3.70920615069e-68
6.4e-07,1.48368246027e-67
6.41e-07,4.63650768836e-68
6.42e-07,2.20234115197e-68
6.43e-07,1.30401778735e-69
6.44e-07,7.96899758937e-70
6.45e-07,1.81113581577e-70
6.46e-07,3.16948767759e-71
6.47e-07,4.52783953941e-72
6.48e-07,-6.50876933791e-72
6.49e-07,-9.19717406443e-73
6.5e-07,2.82989971213e-73
6.51e-07,-1.76868732008e-74
6.52e-07,-3.86900351268e-74
6.53e-07,1.10542957505e-75
6.54e-07,-4.83625439085e-76
6.55e-07,0.0
6.56e-07,1.03634022661e-76
6.57e-07,-1.07952106939e-77
6.58e-07,-3.77832374285e-78
6.59e-07,-1.48434147041e-78
6.6e-07,7.42170735203e-79
6.61e-07,2.53012750638e-80
6.62e-07,-5.06025501275e-80
6.63e-07,-3.16265938297e-81
6.64e-07,2.63554948581e-82
6.65e-07,3.29443685726e-82
6.66e-07,3.29443685726e-83
6.67e-07,-6.58887371452e-83
6.68e-07,-1.02951151789e-84
6.69e-07,-5.14755758947e-85
6.7e-07,2.57377879473e-85
6.71e-07,2.7346399694e-85
6.72e-07,-9.24951754358e-86
6.73e-07,4.02152936677e-87
6.74e-07,3.51883819593e-87
6.75e-07,-5.02691170846e-88
6.76e-07,-4.71272972669e-88
6.77e-07,7.85454954448e-90
6.78e-07,4.71272972669e-89
6.79e-07,1.27636430098e-89
6.8e-07,-9.8181869306e-91
6.81e-07,-3.68182009897e-91
6.82e-07,3.83522926976e-92
6.83e-07,4.7940365872e-92
6.84e-07,-6.23224756337e-93
6.85e-07,7.19105488081e-94
6.86e-07,-5.99254573401e-94
6.87e-07,-7.49068216751e-95
6.88e-07,0.0
6.89e-07,3.74534108375e-96
6.9e-07,3.04308963055e-96
6.91e-07,-1.22894004311e-96
6.92e-07,-3.21865249385e-97
6.93e-07,5.85209544337e-98
6.94e-07,2.83460873038e-98
6.95e-07,0.0
6.96e-07,0.0
6.97e-07,2.00022793474e-100
6.98e-07,9.28677255417e-101
6.99e-07,-8.92958899439e-102
7e-07,-8.92958899439e-102
7.01e-07,-1.1161986243e-102
7.02e-07,1.39524828037e-103
7.03e-07,6.97624140187e-104
7.04e-07,-5.2321810514e-105
7.05e-07,-6.10421122664e-105
7.06e-07,6.54022631425e-106
7.07e-07,1.19904149095e-105
7.08e-07,-1.3625471488e-107
7.09e-07,-1.703183936e-107
7.1e-07,-9.36751164802e-108
7.11e-07,-4.25795984001e-109
7.12e-07,-6.38693976001e-109
7.13e-07,3.99183735001e-110
7.14e-07,-6.65306225001e-110
7.15e-07,-1.82959211875e-110
7.16e-07,-3.32653112501e-111
7.17e-07,1.14349507422e-111
7.18e-07,1.29942622071e-112
7.19e-07,8.44627043459e-113
7.2e-07,-9.74569665529e-114
7.21e-07,-8.12141387941e-114
7.22e-07,-1.4212474289e-114
7.23e-07,-4.8220894909e-115
7.24e-07,-8.24831097128e-116
7.25e-07,-9.51728188993e-117
7.26e-07,-1.58621364832e-116
7.27e-07,7.93106824161e-118
7.28e-07,9.41814353691e-118
7.29e-07,-2.23061294295e-118
7.3e-07,1.85884411913e-119
7.31e-07,1.16177757445e-119
7.32e-07,3.87259191485e-121
7.33e-07,9.68147978712e-122
7.34e-07,-2.05731445476e-121
7.35e-07,1.21018497339e-122
7.36e-07,2.72291619013e-122
7.37e-07,4.9163764544e-123
7.38e-07,4.72728505231e-124
7.39e-07,-7.09092757846e-125
7.4e-07,-1.18182126308e-124
7.41e-07,8.86365947307e-126
7.42e-07,-7.01706374952e-126
7.43e-07,6.46308503245e-127
7.44e-07,-6.92473396334e-128
7.45e-07,-9.23297861779e-128
7.46e-07,2.88530581806e-128
7.47e-07,0.0
7.48e-07,1.2623212954e-129
7.49e-07,-2.70497420443e-130
7.5e-07,7.88950809625e-131
7.51e-07,5.3535947796e-131
7.52e-07,9.86188512032e-132
7.53e-07,-2.99378655438e-132
7.54e-07,3.0818391001e-133
7.55e-07,-6.60394092878e-134
7.56e-07,-6.05361251805e-134
7.57e-07,9.63074718781e-135
7.58e-07,2.06373154024e-135
7.59e-07,1.37582102683e-135
7.6e-07,-6.44916106326e-137
7.61e-07,8.06145132908e-137
7.62e-07,1.34357522151e-138
7.63e-07,7.7255575237e-138
7.64e-07,7.55761062101e-139
7.65e-07,2.51920354034e-139
7.66e-07,-6.29800885084e-140
7.67e-07,-5.24834070904e-141
7.68e-07,2.62417035452e-141
7.69e-07,-3.28021294315e-142
7.7e-07,7.79050573998e-142
7.71e-07,3.0751996342e-142
7.72e-07,-3.58773290657e-143
7.73e-07,-3.20333295229e-144
7.74e-07,-2.40249971422e-144
7.75e-07,1.52158315234e-144
7.76e-07,-6.00624928555e-146
7.77e-07,3.00312464277e-146
7.78e-07,3.75390580347e-147
7.79e-07,4.69238225434e-147
7.8e-07,5.47444596339e-148
7.81e-07,4.30135039981e-148
7.82e-07,-2.93273890896e-149
7.83e-07,-9.7757963632e-150
7.84e-07,5.4988854543e-150
7.85e-07,1.37472136357e-150
7.86e-07,-1.14560113631e-151
7.87e-07,-2.86400284078e-152
7.88e-07,0.0
7.89e-07,1.19333451699e-152
7.9e-07,-4.47500443872e-154
7.91e-07,-4.10208740216e-154
7.92e-07,2.42396073764e-154
7.93e-07,-6.9921944355e-156
7.94e-07,-9.90560878363e-156
7.95e-07,-1.45670717406e-156
7.96e-07,-8.01188945734e-157
7.97e-07,-1.82088396758e-158
7.98e-07,-1.82088396758e-158
7.99e-07,1.36566297568e-158
8e-07,-2.27610495947e-159
8.01e-07,-2.70287463937e-159
8.02e-07,-2.31166909946e-160
8.03e-07,1.42256559967e-160
8.04e-07,2.11162081201e-161
8.05e-07,-6.11258656108e-162
8.06e-07,-1.11137937474e-162
8.07e-07,-3.47306054607e-164
8.08e-07,3.47306054607e-164
8.09e-07,-1.08533142065e-164
8.1e-07,-1.13959799168e-164
8.11e-07,1.35666427581e-165
8.12e-07,1.01749820686e-166
8.13e-07,1.18708124133e-166
8.14e-07,1.69583034476e-167
8.15e-07,2.11978793095e-168
8.16e-07,-3.4446553878e-168
8.17e-07,5.29946982738e-169
8.18e-07,3.31216864211e-169
8.19e-07,-7.03835836449e-170
8.2e-07,-1.96660013125e-170
8.21e-07,5.1752635033e-172
8.22e-07,4.52835556539e-172
8.23e-07,2.74935873613e-172
8.24e-07,-8.89498414629e-173
8.25e-07,-4.04317461195e-174
8.26e-07,-5.05396826494e-175
8.27e-07,7.58095239741e-175
8.28e-07,5.05396826494e-175
8.29e-07,-5.05396826494e-175
8.3e-07,0.0
