wavelength,z_bar
6.69e-07,1.67047794381e-52
6.7e-07,-7.8303653616e-54
6.71e-07,-9.1354262552e-54
6.72e-07,-4.5677131276e-54
6.73e-07,-3.262652234e-55
6.74e-07,4.893978351e-55
6.75e-07,6.11747293875e-56
6.76e-07,-2.54894705781e-57
6.77e-07,5.73513088008e-57
6.78e-07,1.51343731558e-57
6.79e-07,2.19050137781e-58
6.8e-07,-1.99136488892e-59
6.81e-07,-1.24460305557e-59
6.82e-07,1.86690458336e-60
6.83e-07,7.77876909733e-61
6.84e-07,4.6672614584e-61
6.85e-07,9.72346137166e-62
6.86e-07,-4.86173068583e-62
6.87e-07,7.29259602874e-63
6.88e-07,1.97507809112e-63
6.89e-07,1.06350358753e-63
6.9e-07,1.89911354915e-65
6.91e-07,-5.22256226017e-65
6.92e-07,-2.1365027428e-65
6.93e-07,-1.18694596822e-66
6.94e-07,4.45104738082e-67
6.95e-07,7.41841230137e-68
6.96e-07,3.24555538185e-68
6.97e-07,4.63650768836e-69
6.98e-07,2.89781730522e-69
6.99e-07,-1.08668148946e-69
7e-07,9.05567907883e-71
7.01e-07,6.33897535518e-71
7.02e-07,-1.35835186182e-71
7.03e-07,7.92371919397e-72
7.04e-07,-7.07474928033e-73
7.05e-07,-2.1224247841e-73
7.06e-07,-4.42171830021e-74
7.07e-07,4.86389013023e-74
7.08e-07,2.2108591501e-75
7.09e-07,5.52714787526e-76
7.1e-07,-3.45446742204e-77
7.11e-07,0.0
7.12e-07,-4.31808427755e-78
7.13e-07,9.71568962448e-78
7.14e-07,-2.42892240612e-78
7.15e-07,-1.21446120306e-78
7.16e-07,-8.43375835458e-80
7.17e-07,8.01207043686e-80
7.18e-07,2.31928354751e-80
7.19e-07,0.0
7.2e-07,-7.24776108597e-82
7.21e-07,6.58887371452e-83
7.22e-07,8.23609214315e-83
7.23e-07,2.05902303579e-84
7.24e-07,-7.7213363842e-84
7.25e-07,1.28688939737e-85
7.26e-07,-6.43444698684e-86
7.27e-07,-1.1260282227e-85
7.28e-07,-4.42368230345e-86
7.29e-07,-4.52422053762e-87
7.3e-07,-1.25672792712e-88
7.31e-07,1.06821873805e-87
7.32e-07,9.42545945337e-89
7.33e-07,-3.14181981779e-89
7.34e-07,-1.27636430098e-89
7.35e-07,9.8181869306e-91
7.36e-07,7.97727688111e-91
7.37e-07,1.22727336632e-91
7.38e-07,-1.53409170791e-92
7.39e-07,-1.05468804919e-92
7.4e-07,-6.95135305145e-93
7.41e-07,5.99254573401e-94
7.42e-07,2.996272867e-94
7.43e-07,-7.49068216751e-96
7.44e-07,-2.996272867e-95
7.45e-07,-1.02996879803e-95
7.46e-07,0.0
7.47e-07,5.26688589903e-97
7.48e-07,-9.50965509547e-98
7.49e-07,2.37741377387e-98
7.5e-07,-5.48633947815e-99
7.51e-07,1.82877982605e-99
7.52e-07,-2.85746847821e-100
7.53e-07,1.14298739128e-100
7.54e-07,5.71493695641e-101
7.55e-07,2.05380546871e-101
7.56e-07,0.0
7.57e-07,1.17200855551e-102
7.58e-07,9.76673796262e-104
7.59e-07,6.97624140187e-104
7.6e-07,7.8482715771e-105
7.61e-07,-7.8482715771e-105
7.62e-07,-1.96206789428e-105
7.63e-07,3.81513201665e-106
7.64e-07,1.0219103616e-106
7.65e-07,3.40636787201e-107
7.66e-07,4.25795984001e-109
7.67e-07,1.809632932e-108
7.68e-07,1.33061245e-109
7.69e-07,-6.65306225001e-111
7.7e-07,3.16020456876e-110
7.71e-07,-8.31632781252e-112
7.72e-07,-2.49489834375e-111
7.73e-07,-9.87563927736e-112
7.74e-07,-2.59885244141e-113
7.75e-07,3.24856555176e-113
7.76e-07,-1.21821208191e-113
7.77e-07,-6.09106040956e-115
7.78e-07,-1.21821208191e-114
7.79e-07,7.61382551195e-116
7.8e-07,9.20003916027e-116
7.81e-07,0.0
7.82e-07,-3.56898070873e-117
7.83e-07,3.96553412081e-118
7.84e-07,-9.91383530201e-119
7.85e-07,-6.19614706376e-120
7.86e-07,-2.01374779572e-119
7.87e-07,8.51970221267e-120
7.88e-07,2.42036994678e-120
7.89e-07,3.38851792549e-121
7.9e-07,-6.05092486695e-122
7.91e-07,-3.02546243348e-122
7.92e-07,-1.51273121674e-123
7.93e-07,1.13454841255e-123
7.94e-07,5.20001355754e-124
7.95e-07,1.65454976831e-124
7.96e-07,1.77273189461e-125
7.97e-07,1.18182126308e-125
7.98e-07,0.0
7.99e-07,-3.69319144711e-127
8e-07,4.61648930889e-128
8.01e-07,-5.77061163612e-129
8.02e-07,-1.58691819993e-128
8.03e-07,2.16397936354e-129
8.04e-07,-6.311606477e-130
8.05e-07,-1.57790161925e-130
8.06e-07,-6.76243551107e-131
8.07e-07,-7.04420365737e-132
8.08e-07,1.40884073147e-132
8.09e-07,1.67299836862e-132
8.1e-07,1.54091955005e-133
8.11e-07,5.50328410732e-134
8.12e-07,1.10065682146e-134
8.13e-07,1.10065682146e-134
8.14e-07,3.43955256707e-136
8.15e-07,-5.15932885061e-136
8.16e-07,0.0
8.17e-07,5.37430088605e-137
8.18e-07,1.20921769936e-137
8.19e-07,-8.39734513446e-139
8.2e-07,-5.87814159412e-139
8.21e-07,2.09933628361e-139
8.22e-07,-5.24834070904e-141
8.23e-07,2.49296183679e-140
8.24e-07,-3.28021294315e-141
8.25e-07,-1.80411711873e-141
8.26e-07,-3.48522625209e-142
8.27e-07,1.02506654473e-143
8.28e-07,7.17546581314e-143
8.29e-07,0.0
8.3e-07,0.0
